MuseumList_20251106,,,,,,
名称,都道府県,市区町村,登録状況,設置者,館種,公式HP
加賀市美術館,石川県,加賀市,登録博物館,市区町村立,美術,https://kagabi.kagashi-ss.com/
無限庵,石川県,加賀市,登録博物館,公益財団法人,歴史,https://mugenan.com
石川県立美術館,石川県,金沢市,登録博物館,都道府県立,美術,https://www.ishibi.pref.ishikawa.jp/
石川県立歴史博物館,石川県,金沢市,登録博物館,都道府県立,歴史,https://ishikawa-rekihaku.jp/
泉鏡花記念館,石川県,金沢市,登録博物館,市区町村立,歴史,https://www.kanazawa-museum.jp/kyoka/
金沢くらしの博物館,石川県,金沢市,登録博物館,市区町村立,歴史,https://www.kanazawa-museum.jp/minzoku/
金沢市立中村記念美術館,石川県,金沢市,登録博物館,市区町村立,美術,https://www.kanazawa-museum.jp/nakamura/
金沢市立安江金箔工芸館,石川県,金沢市,登録博物館,市区町村立,美術,https://www.kanazawa-museum.jp/kinpaku/
金沢湯涌夢二館,石川県,金沢市,登録博物館,市区町村立,美術,https://www.kanazawa-museum.jp/yumeji/
成巽閣,石川県,金沢市,登録博物館,公益財団法人,美術,http://www.seisonkaku.com/
前田土佐守家資料館,石川県,金沢市,登録博物館,市区町村立,歴史,https://www.kanazawa-museum.jp/maedatosa/
石川県西田幾多郎記念哲学館,石川県,かほく市,登録博物館,市区町村立,歴史,http://www.nishidatetsugakukan.org/
小松市立博物館,石川県,小松市,登録博物館,市区町村立,総合,https://komatsu-museum.jp/
小松市立本陣記念美術館,石川県,小松市,登録博物館,市区町村立,美術,https://komatsu-museum.jp/honjin/
小松市立宮本三郎美術館／宮本三郎ふるさと館,石川県,小松市,登録博物館,市区町村立,美術,https://komatsu-museum.jp/miyamoto/
石川県立白山ろく民俗資料館,石川県,白山市,登録博物館,都道府県立,歴史,http://www.pref.ishikawa.jp/hakusanminzoku/
白山市立博物館,石川県,白山市,登録博物館,市区町村立,歴史,http://www.hakusan-museum.jp/hakubutukan/
白山市立松任中川一政記念美術館,石川県,白山市,登録博物館,市区町村立,美術,http://www.hakusan-museum.jp/nakagawakinen/
石川県七尾美術館,石川県,七尾市,登録博物館,市区町村立,美術,https://nanao-art-museum.jp/
石川県能登島ガラス美術館,石川県,七尾市,登録博物館,市区町村立,美術,https://nanao-af.jp/glass/
のとじま臨海公園水族館,石川県,七尾市,登録博物館,一般財団法人,水族館,https://www.notoaqua.jp/
能美ふるさとミュージアム,石川県,能美市,登録博物館,市区町村立,総合,https://www.city.nomi.ishikawa.jp/www/genre/1000100000265/index.html
羽咋市歴史民俗資料館,石川県,羽咋市,登録博物館,市区町村立,歴史,https://www.city.hakui.lg.jp/rekimin/index.html
石川県輪島漆芸美術館,石川県,輪島市,登録博物館,市区町村立,美術,https://www.art.city.wajima.ishikawa.jp/
金沢21世紀美術館,石川県,金沢市,指定施設,市区町村立,美術,https://www.kanazawa21.jp/
○金沢大学資料館,石川県,金沢市,指定施設,国立大学法人,総合,https://museum.w3.kanazawa-u.ac.jp/
谷口吉郎・吉生記念金沢建築館,石川県,金沢市,指定施設,市区町村立,美術,https://www.kanazawa-museum.jp/architecture/
石川県ふれあい昆虫館,石川県,白山市,指定施設,都道府県立,科学,https://www.furekon.jp/
金津創作の森美術館アートコア,福井県,あわら市,登録博物館,市区町村立,美術,https://sosaku.jp/
吉崎御坊蓮如上人記念館,福井県,あわら市,登録博物館,一般財団法人,歴史,https://honganjifoundation.org/rennyo/
越前市武生公会堂記念館,福井県,越前市,登録博物館,市区町村立,歴史,https://www.city.echizen.lg.jp/office/090/030/bunkasisetu/kokaido-top.html
大野市歴史博物館,福井県,大野市,登録博物館,市区町村立,歴史,https://www.city.ono.fukui.jp/kosodate/bunka-rekishi/hakubutsukan/shisetsu/hakubutsukan/index.html
福井県立若狭歴史博物館,福井県,小浜市,登録博物館,都道府県立,歴史,https://wakahaku.pref.fukui.lg.jp/
勝山城博物館,福井県,勝山市,登録博物館,公益財団法人,歴史,http://www.katsuyamajyou.com/
福井県立恐竜博物館,福井県,勝山市,登録博物館,都道府県立,科学,https://www.dinosaur.pref.fukui.jp/
坂井市龍翔博物館,福井県,坂井市,登録博物館,市区町村立,歴史,https://ryusho-museum.jp/
鯖江市まなべの館,福井県,鯖江市,登録博物館,市区町村立,総合,https://www.city.sabae.fukui.jp/kosodate_kyoiku/manabenoyakata/manabenoyakata.html
敦賀郷土博物館,福井県,敦賀市,登録博物館,宗教法人,総合,
敦賀市立博物館,福井県,敦賀市,登録博物館,市区町村立,歴史,https://tsuruga-municipal-museum.jp/
福井県立こども歴史文化館,福井県,福井市,登録博物館,都道府県立,歴史,http://info.pref.fukui.jp/koreki/
福井県立美術館,福井県,福井市,登録博物館,都道府県立,美術,https://fukui-kenbi.pref.fukui.lg.jp/
福井県立歴史博物館,福井県,福井市,登録博物館,都道府県立,歴史,https://www.pref.fukui.lg.jp/muse/Cul-Hist/
福井市自然史博物館,福井県,福井市,登録博物館,市区町村立,科学,http://www.nature.museum.city.fukui.fukui.jp/
福井市美術館（アートラボふくい）,福井県,福井市,登録博物館,市区町村立,美術,http://www.art.museum.city.fukui.fukui.jp/
福井市立郷土歴史博物館,福井県,福井市,登録博物館,市区町村立,歴史,http://www.history.museum.city.fukui.fukui.jp/
ふくい藤田美術館,福井県,福井市,登録博物館,公益財団法人,美術,https://www.ff-museum.com
若狭三方縄文博物館,福井県,三方上中郡若狭町,登録博物館,市区町村立,歴史,https://www.town.fukui-wakasa.lg.jp/soshiki/wakasamikatajomonhakubutsukan/gyomuannai/955.html
伊藤柏翠俳句記念館,福井県,鯖江市,指定施設,個人,歴史,
福井県年縞博物館,福井県,三方上中郡若狭町,指定施設,都道府県立,科学,http://varve-museum.pref.fukui.lg.jp/
若狭町歴史文化館,福井県,三方上中郡若狭町,指定施設,市区町村立,歴史,
信玄公宝物館,山梨県,甲州市,登録博物館,公益財団法人,歴史,https://shingen.iooo.jp/
山梨県立考古博物館,山梨県,甲府市,登録博物館,都道府県立,歴史,https://www.pref.yamanashi.jp/kouko-hak/
山梨県立美術館,山梨県,甲府市,登録博物館,都道府県立,美術,https://www.art-museum.pref.yamanashi.jp/
山梨県立文学館,山梨県,甲府市,登録博物館,都道府県立,歴史,https://www.bungakukan.pref.yamanashi.jp/
都留市博物館「ミュージアム都留」,山梨県,都留市,登録博物館,市区町村立,歴史,https://www.city.tsuru.yamanashi.jp/soshiki/shougaigakushuu/museum_tsuru/1340.html
韮崎大村美術館,山梨県,韮崎市,登録博物館,市区町村立,美術,http://nirasakiomura-artmuseum.com/
釈迦堂遺跡博物館,山梨県,笛吹市,登録博物館,組合,歴史,http://www.eps4.comlink.ne.jp/~shakado/
山梨県立博物館,山梨県,笛吹市,登録博物館,都道府県立,歴史,http://www.museum.pref.yamanashi.jp/
富士山美術館（フジヤマミュージアム）,山梨県,富士吉田市,登録博物館,公益財団法人,美術,https://www.fujiyama-museum.com/
富士吉田市歴史民俗博物館（ふじさんミュージアム）,山梨県,富士吉田市,登録博物館,市区町村立,歴史,https://www.fy-museum.jp/
一般社団法人アフリカンアートミュージアム,山梨県,北杜市,登録博物館,一般財団法人,美術,http://www.africanartmuseum.jp/
清春白樺美術館,山梨県,北杜市,登録博物館,公益財団法人,美術,https://www.kiyoharu-art.com/
平山郁夫シルクロード美術館,山梨県,北杜市,登録博物館,公益財団法人,美術,https://www.silkroad-museum.jp/
ポール・ラッシュ記念館,山梨県,北杜市,登録博物館,公益財団法人,歴史,https://www.seisenryo.jp/spot_paulrusch1.html
南アルプス市ふるさと文化伝承館,山梨県,南アルプス市,登録博物館,市区町村立,歴史,https://www.city.minami-alps.yamanashi.jp/sisetsu/shisetsu/bunkazai-densyokan/
南アルプス市立美術館,山梨県,南アルプス市,登録博物館,市区町村立,美術,https://www.minamialps-museum.jp/
近藤浩一路記念南部町立美術館,山梨県,南巨摩郡南部町,登録博物館,市区町村立,美術,https://www.town.nanbu.yamanashi.jp/shisetsu/syakaikyouiku/museum.html
甲斐黄金村・湯之奥金山博物館,山梨県,南巨摩郡身延町,登録博物館,市区町村立,歴史,https://www.town.minobu.lg.jp/kinzan/
美枝きもの資料館,山梨県,南巨摩郡身延町,登録博物館,公益財団法人,歴史,https://mie-kimonomuseum.or.jp/
河口湖美術館,山梨県,南都留郡富士河口湖町,登録博物館,市区町村立,美術,http://www.fkchannel.jp/kgmuse/
甲府市遊亀公園附属動物園,山梨県,甲府市,指定施設,市区町村立,動物園,https://www.city.kofu.yamanashi.jp/zoo/
山梨県立科学館,山梨県,甲府市,指定施設,都道府県立,科学,https://www.kagakukan.pref.yamanashi.jp/
帝京大学やまなし伝統工芸館,山梨県,笛吹市,指定施設,私立学校法人,歴史,http://www.teikyo.jp/crafts-yamanashi/
笛吹市青楓美術館,山梨県,笛吹市,指定施設,市区町村立,美術,https://www.city.fuefuki.yamanashi.jp/shisetsu/museum/001.html
サントリーウイスキー博物館,山梨県,北杜市,指定施設,会社,歴史,
清泉寮やまねミュージアム,山梨県,北杜市,指定施設,公益財団法人,科学,https://www.seisenryo.jp/spot_yamane1.html
身延山宝物館,山梨県,南巨摩郡身延町,指定施設,宗教法人,歴史,https://www.kuonji.jp/precincts/m-muse/
四季の杜おしの公園　岡田紅陽写真美術館･小池邦夫絵手紙美術館,山梨県,南都留郡忍野村,指定施設,市区町村立,美術,https://oshino-artmuseum.com/
TRIAD　IIDA・KAN,長野県,安曇野市,登録博物館,公益財団法人,美術,https://www.harmonicito-f.or.jp/iida_kan/
安曇野市豊科郷土博物館,長野県,安曇野市,登録博物館,市区町村立,総合,https://www.city.azumino.nagano.jp/site/museum/
安曇野市美術館,長野県,安曇野市,登録博物館,市区町村立,美術,http://www.azumino-museum.com/
安曇野高橋節郎記念美術館,長野県,安曇野市,登録博物館,市区町村立,美術,http://azumino-bunka.com/facility/setsuro-museum/
田淵行男記念館,長野県,安曇野市,登録博物館,市区町村立,美術,http://azumino-bunka.com/facility/tabuchi-museum/
碌山美術館,長野県,安曇野市,登録博物館,公益財団法人,美術,http://rokuzan.jp/
飯田市上郷考古博物館,長野県,飯田市,登録博物館,市区町村立,総合,https://www.city.iida.lg.jp/site/bunkazai/kouko.html
飯田市美術博物館,長野県,飯田市,登録博物館,市区町村立,総合,https://www.iida-museum.org/
上田市立信濃国分寺資料館,長野県,上田市,登録博物館,市区町村立,歴史,https://museum.umic.jp/kokubunji/
上田市立博物館,長野県,上田市,登録博物館,市区町村立,歴史,https://museum.umic.jp/hakubutsukan/
上田市立美術館,長野県,上田市,登録博物館,市区町村立,美術,https://www.santomyuze.com/museum/
上田市立丸子郷土博物館,長野県,上田市,登録博物館,市区町村立,総合,https://www.city.ueda.nagano.jp/soshiki/u-hakubutukan/1253.html
美ヶ原高原美術館,長野県,上田市,登録博物館,公益財団法人,美術,https://www.utsukushi-oam.jp/
松山記念館,長野県,上田市,登録博物館,公益財団法人,歴史,http://www.matsuyama-museum.or.jp/
大町エネルギー博物館,長野県,大町市,登録博物館,公益財団法人,科学,https://www.city.omachi.nagano.jp/00025000/00025100/00025102.html
市立大町山岳博物館,長野県,大町市,登録博物館,市区町村立,総合,http://www.omachi-sanpaku.com/
市立岡谷美術考古館,長野県,岡谷市,登録博物館,市区町村立,歴史,http://www.okaya-museum.jp/
小さな絵本美術館,長野県,岡谷市,登録博物館,一般財団法人,美術,https://www.ba-ba.net/
辰野美術館,長野県,上伊那郡辰野町,登録博物館,市区町村立,美術,http://artm.town.tatsuno.nagano.jp/
箕輪町郷土博物館,長野県,上伊那郡箕輪町,登録博物館,市区町村立,総合,https://www.town.minowa.lg.jp/kanko-bunka-sports/minowamachikyodohakubutsukan/index.html
おぶせミュージアム・中島千波館,長野県,上高井郡小布施町,登録博物館,市区町村立,美術,https://www.town.obuse.nagano.jp/site/obusemuseum/
グレイスフル芸術館　おぶせ藤岡牧夫美術館,長野県,上高井郡小布施町,登録博物館,公益財団法人,美術,https://fujiokamakio.jp/
日本のあかり博物館,長野県,上高井郡小布施町,登録博物館,公益財団法人,歴史,https://nihonnoakari.or.jp/
北斎館,長野県,上高井郡小布施町,登録博物館,一般財団法人,美術,https://hokusai-kan.com/
歴史公園信州高山一茶ゆかりの里一茶館,長野県,上高井郡高山村,登録博物館,市区町村立,歴史,https://www.kobayashi-issa.jp/
野尻湖ナウマンゾウ博物館,長野県,上水内郡信濃町,登録博物館,市区町村立,科学,http://nojiriko-museum.com/
南木曽町博物館,長野県,木曽郡南木曽町,登録博物館,市区町村立,総合,http://nagiso-museum.jp/
北アルプス展望美術館（池田町立美術館）,長野県,北安曇郡池田町,登録博物館,市区町村立,美術,https://navam-ikd.jp
安曇野ちひろ美術館,長野県,北安曇郡松川村,登録博物館,公益財団法人,美術,https://chihiro.jp/azumino/
